,0,NDVIfile,ndvi_file_name
61,Geraldton2,2,Global_NDVI-0000000000-0000023296.tif
62,Lac La Biche,2,Global_NDVI-0000000000-0000023296.tif
63,Gimli,2,Global_NDVI-0000000000-0000023296.tif
64,Lead,2,Global_NDVI-0000000000-0000023296.tif
65,Hardin,2,Global_NDVI-0000000000-0000023296.tif
66,Dillon,2,Global_NDVI-0000000000-0000023296.tif
67,Polson,2,Global_NDVI-0000000000-0000023296.tif
68,Vegreville,2,Global_NDVI-0000000000-0000023296.tif
69,Ely1,2,Global_NDVI-0000000000-0000023296.tif
70,Flin Flon,2,Global_NDVI-0000000000-0000023296.tif
71,Powell,2,Global_NDVI-0000000000-0000023296.tif
72,Goodland,2,Global_NDVI-0000000000-0000023296.tif
73,Melville,2,Global_NDVI-0000000000-0000023296.tif
74,Nephi,2,Global_NDVI-0000000000-0000023296.tif
75,Stettler,2,Global_NDVI-0000000000-0000023296.tif
76,Selkirk,2,Global_NDVI-0000000000-0000023296.tif
77,La Sarre,2,Global_NDVI-0000000000-0000023296.tif
78,Weyburn,2,Global_NDVI-0000000000-0000023296.tif
79,New Liskeard,2,Global_NDVI-0000000000-0000023296.tif
80,La Ronge,2,Global_NDVI-0000000000-0000023296.tif
81,Richmond2,2,Global_NDVI-0000000000-0000023296.tif
82,Lander,2,Global_NDVI-0000000000-0000023296.tif
83,Tillamook,2,Global_NDVI-0000000000-0000023296.tif
84,Miles City,2,Global_NDVI-0000000000-0000023296.tif
85,Camrose,2,Global_NDVI-0000000000-0000023296.tif
86,Devils Lake,2,Global_NDVI-0000000000-0000023296.tif
87,Dryden,2,Global_NDVI-0000000000-0000023296.tif
88,Ironwood,2,Global_NDVI-0000000000-0000023296.tif
89,Amos,2,Global_NDVI-0000000000-0000023296.tif
90,Wetaskiwin,2,Global_NDVI-0000000000-0000023296.tif
91,Alliance,2,Global_NDVI-0000000000-0000023296.tif
92,Kapuskasing,2,Global_NDVI-0000000000-0000023296.tif
93,Glendive,2,Global_NDVI-0000000000-0000023296.tif
94,Crookston,2,Global_NDVI-0000000000-0000023296.tif
95,Glenwood Springs,2,Global_NDVI-0000000000-0000023296.tif
96,Ontario,2,Global_NDVI-0000000000-0000023296.tif
97,Spencer,2,Global_NDVI-0000000000-0000023296.tif
98,Hinton,2,Global_NDVI-0000000000-0000023296.tif
99,Tomah,2,Global_NDVI-0000000000-0000023296.tif
100,La Grande,2,Global_NDVI-0000000000-0000023296.tif
101,Kirksville,2,Global_NDVI-0000000000-0000023296.tif
102,Willmar,2,Global_NDVI-0000000000-0000023296.tif
103,Courtenay,2,Global_NDVI-0000000000-0000023296.tif
104,North Battleford,2,Global_NDVI-0000000000-0000023296.tif
105,Burley,2,Global_NDVI-0000000000-0000023296.tif
106,Hays,2,Global_NDVI-0000000000-0000023296.tif
107,Arcata,2,Global_NDVI-0000000000-0000023296.tif
108,Bowling Green2,2,Global_NDVI-0000000000-0000023296.tif
109,Cranbrook,2,Global_NDVI-0000000000-0000023296.tif
110,Iron Mountain,2,Global_NDVI-0000000000-0000023296.tif
111,Albert Lea,2,Global_NDVI-0000000000-0000023296.tif
112,Ft. Dodge,2,Global_NDVI-0000000000-0000023296.tif
113,Centralia,2,Global_NDVI-0000000000-0000023296.tif
114,Rouyn-Noranda,2,Global_NDVI-0000000000-0000023296.tif
115,Alpena,2,Global_NDVI-0000000000-0000023296.tif
116,Faribault,2,Global_NDVI-0000000000-0000023296.tif
117,Brockville,2,Global_NDVI-0000000000-0000023296.tif
118,Kearney,2,Global_NDVI-0000000000-0000023296.tif
119,Ottumwa,2,Global_NDVI-0000000000-0000023296.tif
120,Clarksburg,2,Global_NDVI-0000000000-0000023296.tif
121,Brainerd,2,Global_NDVI-0000000000-0000023296.tif
122,Galesburg,2,Global_NDVI-0000000000-0000023296.tif
123,Prince Albert,2,Global_NDVI-0000000000-0000023296.tif
124,Harrisonburg,2,Global_NDVI-0000000000-0000023296.tif
125,Marion,2,Global_NDVI-0000000000-0000023296.tif
126,Manhattan,2,Global_NDVI-0000000000-0000023296.tif
127,Orillia,2,Global_NDVI-0000000000-0000023296.tif
128,Sheboygan,2,Global_NDVI-0000000000-0000023296.tif
129,Springfield5,2,Global_NDVI-0000000000-0000023296.tif
130,Mankato,2,Global_NDVI-0000000000-0000023296.tif
131,Zanesville,2,Global_NDVI-0000000000-0000023296.tif
132,Lancaster2,2,Global_NDVI-0000000000-0000023296.tif
133,Richmond3,2,Global_NDVI-0000000000-0000023296.tif
134,Belleville2,2,Global_NDVI-0000000000-0000023296.tif
135,Williamsport,2,Global_NDVI-0000000000-0000023296.tif
136,Grand Island,2,Global_NDVI-0000000000-0000023296.tif
137,St. Charles2,2,Global_NDVI-0000000000-0000023296.tif
138,Janesville,2,Global_NDVI-0000000000-0000023296.tif
139,Blacksburg,2,Global_NDVI-0000000000-0000023296.tif
140,Lawrence,2,Global_NDVI-0000000000-0000023296.tif
141,Annapolis,2,Global_NDVI-0000000000-0000023296.tif
142,Parkersburg,2,Global_NDVI-0000000000-0000023296.tif
143,Peterborough1,2,Global_NDVI-0000000000-0000023296.tif
144,Iowa City,2,Global_NDVI-0000000000-0000023296.tif
145,La Crosse,2,Global_NDVI-0000000000-0000023296.tif
146,Altoona,2,Global_NDVI-0000000000-0000023296.tif
147,Springfield3,2,Global_NDVI-0000000000-0000023296.tif
148,Eau Claire,2,Global_NDVI-0000000000-0000023296.tif
149,Greeley,2,Global_NDVI-0000000000-0000023296.tif
150,Benton Harbor,2,Global_NDVI-0000000000-0000023296.tif
151,Saginaw2,2,Global_NDVI-0000000000-0000023296.tif
152,Terre Haute,2,Global_NDVI-0000000000-0000023296.tif
153,Battle Creek,2,Global_NDVI-0000000000-0000023296.tif
154,Hagerstown,2,Global_NDVI-0000000000-0000023296.tif
155,Medford,2,Global_NDVI-0000000000-0000023296.tif
156,Kennewick,2,Global_NDVI-0000000000-0000023296.tif
157,Dover1,2,Global_NDVI-0000000000-0000023296.tif
158,Mansfield,2,Global_NDVI-0000000000-0000023296.tif
159,Vallejo,2,Global_NDVI-0000000000-0000023296.tif
160,Lafayette2,2,Global_NDVI-0000000000-0000023296.tif
161,Monterey2,2,Global_NDVI-0000000000-0000023296.tif
162,New Albany,2,Global_NDVI-0000000000-0000023296.tif
163,Kilowna,2,Global_NDVI-0000000000-0000023296.tif
164,Rock Island,2,Global_NDVI-0000000000-0000023296.tif
165,Beaver Falls,2,Global_NDVI-0000000000-0000023296.tif
166,Sarnia,2,Global_NDVI-0000000000-0000023296.tif
167,Petersburg,2,Global_NDVI-0000000000-0000023296.tif
168,Independence,2,Global_NDVI-0000000000-0000023296.tif
169,Berkeley,2,Global_NDVI-0000000000-0000023296.tif
170,Elkhart,2,Global_NDVI-0000000000-0000023296.tif
171,Appleton,2,Global_NDVI-0000000000-0000023296.tif
172,Lancaster3,2,Global_NDVI-0000000000-0000023296.tif
173,London1,2,Global_NDVI-0000000000-0000023296.tif
174,Kitchener,2,Global_NDVI-0000000000-0000023296.tif
175,South Bend,2,Global_NDVI-0000000000-0000023296.tif
176,Rockford,2,Global_NDVI-0000000000-0000023296.tif
177,San Mateo,2,Global_NDVI-0000000000-0000023296.tif
178,Waukesha,2,Global_NDVI-0000000000-0000023296.tif
179,Oshawa,2,Global_NDVI-0000000000-0000023296.tif
180,Hampton,2,Global_NDVI-0000000000-0000023296.tif
181,Elgin,2,Global_NDVI-0000000000-0000023296.tif
182,Aurora1,2,Global_NDVI-0000000000-0000023296.tif
183,Kansas City2,2,Global_NDVI-0000000000-0000023296.tif
184,Allentown,2,Global_NDVI-0000000000-0000023296.tif
185,Joliet,2,Global_NDVI-0000000000-0000023296.tif
186,Evanston,2,Global_NDVI-0000000000-0000023296.tif
187,Windsor1,2,Global_NDVI-0000000000-0000023296.tif
188,Baker Lake,2,Global_NDVI-0000000000-0000023296.tif
189,Cape Dorset,2,Global_NDVI-0000000000-0000023296.tif
190,Oxford House,2,Global_NDVI-0000000000-0000023296.tif
191,Banff,2,Global_NDVI-0000000000-0000023296.tif
192,Lansdowne House,2,Global_NDVI-0000000000-0000023296.tif
193,Fort Simpson,2,Global_NDVI-0000000000-0000023296.tif
194,Norman Wells,2,Global_NDVI-0000000000-0000023296.tif
195,Fort Resolution,2,Global_NDVI-0000000000-0000023296.tif
196,John Day,2,Global_NDVI-0000000000-0000023296.tif
197,Athabasca,2,Global_NDVI-0000000000-0000023296.tif
198,Cobalt,2,Global_NDVI-0000000000-0000023296.tif
199,Little Current,2,Global_NDVI-0000000000-0000023296.tif
200,Port Hardy,2,Global_NDVI-0000000000-0000023296.tif
201,Shamattawa,2,Global_NDVI-0000000000-0000023296.tif
202,Chapleau,2,Global_NDVI-0000000000-0000023296.tif
203,Kitty Hawk,2,Global_NDVI-0000000000-0000023296.tif
204,Matagami,2,Global_NDVI-0000000000-0000023296.tif
205,Wiarton,2,Global_NDVI-0000000000-0000023296.tif
206,Jasper,2,Global_NDVI-0000000000-0000023296.tif
207,Lake Louise,2,Global_NDVI-0000000000-0000023296.tif
208,Nipigon,2,Global_NDVI-0000000000-0000023296.tif
209,Burns Lake,2,Global_NDVI-0000000000-0000023296.tif
210,Biggar,2,Global_NDVI-0000000000-0000023296.tif
211,Mobridge,2,Global_NDVI-0000000000-0000023296.tif
212,Red Lake,2,Global_NDVI-0000000000-0000023296.tif
213,Glasgow1,2,Global_NDVI-0000000000-0000023296.tif
214,Hearst,2,Global_NDVI-0000000000-0000023296.tif
215,Fort Chipewyan,2,Global_NDVI-0000000000-0000023296.tif
216,Rankin Inlet,2,Global_NDVI-0000000000-0000023296.tif
217,Montpelier1,2,Global_NDVI-0000000000-0000023296.tif
218,Mt. Shasta,2,Global_NDVI-0000000000-0000023296.tif
219,Ely2,2,Global_NDVI-0000000000-0000023296.tif
220,Lillooet,2,Global_NDVI-0000000000-0000023296.tif
221,Powell River,2,Global_NDVI-0000000000-0000023296.tif
222,Thermopolis,2,Global_NDVI-0000000000-0000023296.tif
223,Cochrane,2,Global_NDVI-0000000000-0000023296.tif
224,Kindersley,2,Global_NDVI-0000000000-0000023296.tif
225,Wawa,2,Global_NDVI-0000000000-0000023296.tif
226,Salmon,2,Global_NDVI-0000000000-0000023296.tif
227,Smithers,2,Global_NDVI-0000000000-0000023296.tif
228,Hudson Bay,2,Global_NDVI-0000000000-0000023296.tif
229,Gunnison,2,Global_NDVI-0000000000-0000023296.tif
230,Chadron,2,Global_NDVI-0000000000-0000023296.tif
231,The Pas,2,Global_NDVI-0000000000-0000023296.tif
232,Sidney,2,Global_NDVI-0000000000-0000023296.tif
233,Meadow Lake,2,Global_NDVI-0000000000-0000023296.tif
234,Steinbach,2,Global_NDVI-0000000000-0000023296.tif
235,Atikokan,2,Global_NDVI-0000000000-0000023296.tif
236,Douglas2,2,Global_NDVI-0000000000-0000023296.tif
237,Moab,2,Global_NDVI-0000000000-0000023296.tif
238,Petoskey,2,Global_NDVI-0000000000-0000023296.tif
239,Astoria,2,Global_NDVI-0000000000-0000023296.tif
240,Parry Sound,2,Global_NDVI-0000000000-0000023296.tif
241,McCook,2,Global_NDVI-0000000000-0000023296.tif
242,Cody,2,Global_NDVI-0000000000-0000023296.tif
243,Havre,2,Global_NDVI-0000000000-0000023296.tif
244,Dauphin,2,Global_NDVI-0000000000-0000023296.tif
245,Green River,2,Global_NDVI-0000000000-0000023296.tif
246,Craig,2,Global_NDVI-0000000000-0000023296.tif
247,Price,2,Global_NDVI-0000000000-0000023296.tif
248,Bemidji,2,Global_NDVI-0000000000-0000023296.tif
249,Crescent City,2,Global_NDVI-0000000000-0000023296.tif
250,Nelson2,2,Global_NDVI-0000000000-0000023296.tif
251,Kenora,2,Global_NDVI-0000000000-0000023296.tif
252,Hancock,2,Global_NDVI-0000000000-0000023296.tif
253,Revelstoke,2,Global_NDVI-0000000000-0000023296.tif
254,Dawson Creek,2,Global_NDVI-0000000000-0000023296.tif
255,Winnemucca,2,Global_NDVI-0000000000-0000023296.tif
256,Yankton,2,Global_NDVI-0000000000-0000023296.tif
257,Rhinelander,2,Global_NDVI-0000000000-0000023296.tif
258,Rawlins,2,Global_NDVI-0000000000-0000023296.tif
259,Brooks,2,Global_NDVI-0000000000-0000023296.tif
260,Williston,2,Global_NDVI-0000000000-0000023296.tif
261,Orangeville,2,Global_NDVI-0000000000-0000023296.tif
262,Jamestown2,2,Global_NDVI-0000000000-0000023296.tif
263,Riverton,2,Global_NDVI-0000000000-0000023296.tif
264,Mitchell,2,Global_NDVI-0000000000-0000023296.tif
265,Swift Current,2,Global_NDVI-0000000000-0000023296.tif
266,Cadillac,2,Global_NDVI-0000000000-0000023296.tif
267,Pendleton,2,Global_NDVI-0000000000-0000023296.tif
268,Williams Lake,2,Global_NDVI-0000000000-0000023296.tif
269,Brookings,2,Global_NDVI-0000000000-0000023296.tif
270,Escanaba,2,Global_NDVI-0000000000-0000023296.tif
271,Yorkton,2,Global_NDVI-0000000000-0000023296.tif
272,Dickinson,2,Global_NDVI-0000000000-0000023296.tif
273,Vernal,2,Global_NDVI-0000000000-0000023296.tif
274,Laramie,2,Global_NDVI-0000000000-0000023296.tif
275,Mont-Laurier,2,Global_NDVI-0000000000-0000023296.tif
276,Cumberland,2,Global_NDVI-0000000000-0000023296.tif
277,Penticton,2,Global_NDVI-0000000000-0000023296.tif
278,Marquette,2,Global_NDVI-0000000000-0000023296.tif
279,Val d'Or,2,Global_NDVI-0000000000-0000023296.tif
280,Campbell River,2,Global_NDVI-0000000000-0000023296.tif
281,Richland,2,Global_NDVI-0000000000-0000023296.tif
282,Aberdeen1,2,Global_NDVI-0000000000-0000023296.tif
283,Moose Jaw,2,Global_NDVI-0000000000-0000023296.tif
284,Montrose,2,Global_NDVI-0000000000-0000023296.tif
285,North Platte,2,Global_NDVI-0000000000-0000023296.tif
286,Moorhead,2,Global_NDVI-0000000000-0000023296.tif
287,Ukiah,2,Global_NDVI-0000000000-0000023296.tif
288,Superior,2,Global_NDVI-0000000000-0000023296.tif
289,Norfolk2,2,Global_NDVI-0000000000-0000023296.tif
290,Marinette,2,Global_NDVI-0000000000-0000023296.tif
291,Mason City,2,Global_NDVI-0000000000-0000023296.tif
292,Scottsbluff,2,Global_NDVI-0000000000-0000023296.tif
293,Watertown,2,Global_NDVI-0000000000-0000023296.tif
294,Winona,2,Global_NDVI-0000000000-0000023296.tif
295,Bozeman,2,Global_NDVI-0000000000-0000023296.tif
296,Aberdeen2,2,Global_NDVI-0000000000-0000023296.tif
297,Butte,2,Global_NDVI-0000000000-0000023296.tif
298,Coos Bay,2,Global_NDVI-0000000000-0000023296.tif
299,Burlington1,2,Global_NDVI-0000000000-0000023296.tif
300,West Bend,2,Global_NDVI-0000000000-0000023296.tif
301,Grand Prairie2,2,Global_NDVI-0000000000-0000023296.tif
302,Roseburg,2,Global_NDVI-0000000000-0000023296.tif
303,Kalispell,2,Global_NDVI-0000000000-0000023296.tif
304,Walla Walla,2,Global_NDVI-0000000000-0000023296.tif
305,Gillette,2,Global_NDVI-0000000000-0000023296.tif
306,Lethbridge,2,Global_NDVI-0000000000-0000023296.tif
307,Red Deer,2,Global_NDVI-0000000000-0000023296.tif
308,Ithaca,2,Global_NDVI-0000000000-0000023296.tif
309,Morgantown,2,Global_NDVI-0000000000-0000023296.tif
310,Medicine Hat,2,Global_NDVI-0000000000-0000023296.tif
311,Ames,2,Global_NDVI-0000000000-0000023296.tif
312,Twin Falls,2,Global_NDVI-0000000000-0000023296.tif
313,Corvallis,2,Global_NDVI-0000000000-0000023296.tif
314,Grand Forks,2,Global_NDVI-0000000000-0000023296.tif
315,Jamestown1,2,Global_NDVI-0000000000-0000023296.tif
316,Fond du Lac,2,Global_NDVI-0000000000-0000023296.tif
317,Klamath Falls,2,Global_NDVI-0000000000-0000023296.tif
318,Grants Pass,2,Global_NDVI-0000000000-0000023296.tif
319,Albany3,2,Global_NDVI-0000000000-0000023296.tif
320,Carson City,2,Global_NDVI-0000000000-0000023296.tif
321,Salina,2,Global_NDVI-0000000000-0000023296.tif
322,Quincy,2,Global_NDVI-0000000000-0000023296.tif
323,Frankfort,2,Global_NDVI-0000000000-0000023296.tif
324,Columbia1,2,Global_NDVI-0000000000-0000023296.tif
325,Traverse City,2,Global_NDVI-0000000000-0000023296.tif
326,Pocatello,2,Global_NDVI-0000000000-0000023296.tif
327,Dubuque,2,Global_NDVI-0000000000-0000023296.tif
328,Kamloops,2,Global_NDVI-0000000000-0000023296.tif
329,Wenatchee,2,Global_NDVI-0000000000-0000023296.tif
330,Logan,2,Global_NDVI-0000000000-0000023296.tif
331,Kankakee,2,Global_NDVI-0000000000-0000023296.tif
332,Danville,2,Global_NDVI-0000000000-0000023296.tif
333,Kokomo,2,Global_NDVI-0000000000-0000023296.tif
334,Lewiston2,2,Global_NDVI-0000000000-0000023296.tif
335,State College,2,Global_NDVI-0000000000-0000023296.tif
336,Winchester,2,Global_NDVI-0000000000-0000023296.tif
337,Elmira,2,Global_NDVI-0000000000-0000023296.tif
338,Beckley,2,Global_NDVI-0000000000-0000023296.tif
339,Longview2,2,Global_NDVI-0000000000-0000023296.tif
340,Boulder,2,Global_NDVI-0000000000-0000023296.tif
341,Merced,2,Global_NDVI-0000000000-0000023296.tif
342,Oshkosh,2,Global_NDVI-0000000000-0000023296.tif
343,Wheeling,2,Global_NDVI-0000000000-0000023296.tif
344,Chico,2,Global_NDVI-0000000000-0000023296.tif
345,Duluth,2,Global_NDVI-0000000000-0000023296.tif
346,Yakima,2,Global_NDVI-0000000000-0000023296.tif
347,Owensboro,2,Global_NDVI-0000000000-0000023296.tif
348,Nanaimo,2,Global_NDVI-0000000000-0000023296.tif
349,Jefferson City,2,Global_NDVI-0000000000-0000023296.tif
350,Bloomington1,2,Global_NDVI-0000000000-0000023296.tif
351,Idaho Falls,2,Global_NDVI-0000000000-0000023296.tif
352,Decatur,2,Global_NDVI-0000000000-0000023296.tif
353,Bend,2,Global_NDVI-0000000000-0000023296.tif
354,Bellingham,2,Global_NDVI-0000000000-0000023296.tif
355,Johnstown,2,Global_NDVI-0000000000-0000023296.tif
356,Rapid City,2,Global_NDVI-0000000000-0000023296.tif
357,Charlottesville,2,Global_NDVI-0000000000-0000023296.tif
358,Barrie,2,Global_NDVI-0000000000-0000023296.tif
359,Sioux City,2,Global_NDVI-0000000000-0000023296.tif
360,Prince George,2,Global_NDVI-0000000000-0000023296.tif
361,Wausau,2,Global_NDVI-0000000000-0000023296.tif
362,Davenport,2,Global_NDVI-0000000000-0000023296.tif
363,Rochester2,2,Global_NDVI-0000000000-0000023296.tif
364,Council Bluffs,2,Global_NDVI-0000000000-0000023296.tif
365,Bloomington2,2,Global_NDVI-0000000000-0000023296.tif
366,Lima1,2,Global_NDVI-0000000000-0000023296.tif
367,Yuba City,2,Global_NDVI-0000000000-0000023296.tif
368,Sudbury,2,Global_NDVI-0000000000-0000023296.tif
369,St. Joseph,2,Global_NDVI-0000000000-0000023296.tif
370,Muncie,2,Global_NDVI-0000000000-0000023296.tif
371,St. Cloud,2,Global_NDVI-0000000000-0000023296.tif
372,Urbana,2,Global_NDVI-0000000000-0000023296.tif
373,Huntington,2,Global_NDVI-0000000000-0000023296.tif
374,Waterloo,2,Global_NDVI-0000000000-0000023296.tif
375,Kingston2,2,Global_NDVI-0000000000-0000023296.tif
376,Alton,2,Global_NDVI-0000000000-0000023296.tif
377,Utica,2,Global_NDVI-0000000000-0000023296.tif
378,Redding,2,Global_NDVI-0000000000-0000023296.tif
379,Muskegon,2,Global_NDVI-0000000000-0000023296.tif
380,Columbia2,2,Global_NDVI-0000000000-0000023296.tif
381,Racine,2,Global_NDVI-0000000000-0000023296.tif
382,Grand Junction,2,Global_NDVI-0000000000-0000023296.tif
383,Caldwell,2,Global_NDVI-0000000000-0000023296.tif
384,Springfield2,2,Global_NDVI-0000000000-0000023296.tif
385,Bremerton,2,Global_NDVI-0000000000-0000023296.tif
386,Saginaw1,2,Global_NDVI-0000000000-0000023296.tif
387,Wilkes Barre,2,Global_NDVI-0000000000-0000023296.tif
388,Eugene,2,Global_NDVI-0000000000-0000023296.tif
389,Erie,2,Global_NDVI-0000000000-0000023296.tif
390,Scranton,2,Global_NDVI-0000000000-0000023296.tif
391,Santa Rosa1,2,Global_NDVI-0000000000-0000023296.tif
392,Binghamton,2,Global_NDVI-0000000000-0000023296.tif
393,Cedar Rapids,2,Global_NDVI-0000000000-0000023296.tif
394,Lynchburg,2,Global_NDVI-0000000000-0000023296.tif
395,Niagara Falls,2,Global_NDVI-0000000000-0000023296.tif
396,Fredericksburg,2,Global_NDVI-0000000000-0000023296.tif
397,Modesto,2,Global_NDVI-0000000000-0000023296.tif
398,Lincoln1,2,Global_NDVI-0000000000-0000023296.tif
399,Belleville1,2,Global_NDVI-0000000000-0000023296.tif
400,Evansville,2,Global_NDVI-0000000000-0000023296.tif
401,Peoria,2,Global_NDVI-0000000000-0000023296.tif
402,Harrisburg,2,Global_NDVI-0000000000-0000023296.tif
403,Green Bay,2,Global_NDVI-0000000000-0000023296.tif
404,Kalamazoo,2,Global_NDVI-0000000000-0000023296.tif
405,Fort Collins,2,Global_NDVI-0000000000-0000023296.tif
406,Lexington,2,Global_NDVI-0000000000-0000023296.tif
407,Virginia Beach,2,Global_NDVI-0000000000-0000023296.tif
408,York1,2,Global_NDVI-0000000000-0000023296.tif
409,Ann Arbor,2,Global_NDVI-0000000000-0000023296.tif
410,Provo,2,Global_NDVI-0000000000-0000023296.tif
411,Madison,2,Global_NDVI-0000000000-0000023296.tif
412,Roanoke,2,Global_NDVI-0000000000-0000023296.tif
413,Lansing,2,Global_NDVI-0000000000-0000023296.tif
414,Lakeville,2,Global_NDVI-0000000000-0000023296.tif
415,Canton,2,Global_NDVI-0000000000-0000023296.tif
416,Ogden,2,Global_NDVI-0000000000-0000023296.tif
417,Fort Wayne,2,Global_NDVI-0000000000-0000023296.tif
418,Oakland,2,Global_NDVI-0000000000-0000023296.tif
419,Flint,2,Global_NDVI-0000000000-0000023296.tif
420,Everett,2,Global_NDVI-0000000000-0000023296.tif
421,Youngstown,2,Global_NDVI-0000000000-0000023296.tif
422,Toledo1,2,Global_NDVI-0000000000-0000023296.tif
423,Covington,2,Global_NDVI-0000000000-0000023296.tif
424,Hamilton2,2,Global_NDVI-0000000000-0000023296.tif
425,Gary,2,Global_NDVI-0000000000-0000023296.tif
426,Grand Rapids,2,Global_NDVI-0000000000-0000023296.tif
427,Aurora2,2,Global_NDVI-0000000000-0000023296.tif
428,Waukegan,2,Global_NDVI-0000000000-0000023296.tif
429,Akron,2,Global_NDVI-0000000000-0000023296.tif
430,Dayton,2,Global_NDVI-0000000000-0000023296.tif
431,Rochester1,2,Global_NDVI-0000000000-0000023296.tif
432,Tacoma,2,Global_NDVI-0000000000-0000023296.tif
433,Louisville,2,Global_NDVI-0000000000-0000023296.tif
434,St. Charles1,2,Global_NDVI-0000000000-0000023296.tif
435,Columbus2,2,Global_NDVI-0000000000-0000023296.tif
436,Alexandria2,2,Global_NDVI-0000000000-0000023296.tif
437,Pontiac,2,Global_NDVI-0000000000-0000023296.tif
438,Arviat,2,Global_NDVI-0000000000-0000023296.tif
439,Chesterfield Inlet,2,Global_NDVI-0000000000-0000023296.tif
440,Taloyoak,2,Global_NDVI-0000000000-0000023296.tif
441,Kuujjuarapik,2,Global_NDVI-0000000000-0000023296.tif
442,Fort Smith2,2,Global_NDVI-0000000000-0000023296.tif
443,Peace River,2,Global_NDVI-0000000000-0000023296.tif
444,Thompson,2,Global_NDVI-0000000000-0000023296.tif
445,Fort McMurray,2,Global_NDVI-0000000000-0000023296.tif
446,Yellowknife,2,Global_NDVI-0000000000-0000023296.tif
447,International Falls,2,Global_NDVI-0000000000-0000023296.tif
448,Timmins,2,Global_NDVI-0000000000-0000023296.tif
449,Fort St. John,2,Global_NDVI-0000000000-0000023296.tif
450,Elko,2,Global_NDVI-0000000000-0000023296.tif
